2 1 37
3 0  0
4 0  1
5 0  2
6 0  3
2 1  4
3 1  5
4 1  6
5 1  7
6 1  8
1 2  9
2 2 10
3 2 11
4 2 12
5 2 13
6 2 14
0 3 15
1 3 16
2 3 17
3 3 18
4 3 19
5 3 20
6 3 21
0 4 22
1 4 23
2 4 24
3 4 25
4 4 26
5 4 27
0 5 28
1 5 29
2 5 30
3 5 31
4 5 32
0 6 33
1 6 34
2 6 35
3 6 36
